Full Name,Overall,Potential,Value(in Euro),Age
Andrea Conti,73,73,2800000,28
Miha Blažič,73,74,2800000,29
Rodrigo Sánchez Rodríguez,73,84,7000000,22
Jack Stacey,73,75,3500000,26
Lúcio Anselmo Calegario Pitta,73,73,2900000,30
Admir Mehmedi,73,73,2500000,31
Helibelton Palacios,73,73,2700000,29
Adrián Arregui,73,73,3000000,29
Gianluca Lapadula,73,73,2500000,32
Marcel Schuhen,73,73,2100000,29
Robin Quaison,73,73,3100000,28
Paul Dummett,73,73,2600000,30
Tomás Guidara,73,76,3700000,26
Fabio Depaoli,73,76,3700000,25
Sergio León Limones,73,73,1900000,33
Gustavo H. Vernes,73,74,2800000,29
Daley Sinkgraven,73,74,3300000,26
Sean Johnson,73,73,1000000,33
Ibrahim Šehić,73,73,1000000,33
Ivo Tiago Santos Rodrigues,73,73,3200000,27
Tino Kadewere,73,74,3600000,26
Henry Onyekuru,73,76,4000000,25
Thiago Marcos Rolim Nascimento,73,73,3300000,26
Iván Sánchez Aguayo,73,73,3000000,29
Andreas Maxsø,73,73,2600000,28
David Jason Remeseiro Salgueiro,73,73,3200000,27
Christophe Hérelle,73,73,2500000,29
Barrie McKay,73,73,3200000,27
Darragh Lenihan,73,75,3100000,28
Hugo Goiteira Regalo,73,73,2500000,30
Elvis Rexhbeçaj,73,77,4300000,24
Alexander Callens,73,73,2500000,30
Caio Welson Chissano Dourado,73,73,1100000,34
Alejandro Francés Torrijo,73,82,6000000,19
Juan Ezequiel Cuevas,73,73,1400000,34
Giorgos Athanasiadis,73,74,2300000,29
Flavius Daniliuc,73,79,4400000,21
Paul Arriola,73,73,3200000,27
Steve Mounié,73,74,3600000,27
Gonzalo Escobar,73,76,3700000,25
Ulises Dávila,73,73,2500000,31
Pedro Mba Obiang Avomo,73,73,2500000,30
Silviu Lung,73,73,1000000,33
Dominique Heintz,73,74,2900000,28
Sebastiano Luperto,73,76,3600000,25
Adam Forshaw,73,73,2500000,30
Rúben Miguel Nunes Vezo,73,75,3100000,28
Xavi Simons,73,86,7000000,19
Moustapha Zeghba,73,73,1600000,31
Yira Sor,73,81,7000000,21
Christian Mathenia,73,73,2000000,30
João Miguel Macedo da Silva,73,77,3200000,27
José Ángel Pozo la Rosa,73,76,4000000,26
Mardial Sidney Cunha Sousa,73,73,3100000,22
Rhys Healey,73,74,3600000,27
Kamil Grosicki,73,73,1400000,34
Antonio Čolak,73,73,3100000,28
Etrit Berisha,73,73,1000000,33
Eric Fernando Botteghin,73,73,1000000,34
Jayden Bogle,73,81,6500000,21
Fahd Moufi,73,76,3700000,26
Dino Hotić,73,74,3600000,26
Luis Mejía,73,73,1600000,31
Lucas Vieira de Souza,73,73,2000000,32
Stefan Frei,73,73,350000,36
Marcin Bułka,73,80,5500000,22
Jacek Góralski,73,73,2600000,29
Smail Prevljak,73,74,3600000,27
Carlos Daniel López Huesca,73,73,2500000,32
Felipe Carballo,73,78,4400000,25
Mike van der Hoorn,73,73,2500000,29
Mario Gavranović,73,73,2500000,32
Marco Ilaimaharitra,73,74,3200000,26
Camilo Mayada,73,73,2200000,31
Paulson Otávio Junqueira Gonçalves,73,73,3000000,26
Nildo Enaldo Reisão Dinis,73,73,2900000,26
Óscar Mingueza García,73,81,6500000,23
Martín Campaña,73,73,1000000,33
Francisco Ortega,73,80,6000000,23
Daniel Iversen,73,78,3700000,24
Francisco Vélez Jiménez,73,73,2100000,31
Tomáš Chorý,73,73,3300000,27
Ilaix Moriba,73,82,6500000,19
Rafael Rogério da Silva,73,74,3600000,26
Carlos Miguel Coronel,73,77,3300000,25
Jørgen Strand Larsen,73,82,7000000,22
Rúben Nascimento Vinagre,73,81,6500000,23
Mijat Gaćinović,73,74,3500000,27
Omar Marmoush,73,81,7000000,23
Martín Aguirregabiria,73,76,3700000,26
Frederico André Ferrão Venâncio,73,73,2500000,29
Takuma Asano,73,73,3200000,27
Mert Günok,73,73,1000000,33
Oliver Hüsing,73,73,2500000,29
José Cifuentes,73,80,5500000,23
Federico Bonazzoli,73,77,4300000,25
Jake Cooper,73,74,3100000,27
Nick Viergever,73,73,2000000,32
Maya Yoshida,73,73,1500000,33
Gerard Gumbau Garriga,73,74,3500000,27
Veton Berisha,73,73,3100000,28
Maxime Leverbe,73,76,3600000,25
Amath Ndiaye,73,74,3600000,25
Kevin Lasagna,73,73,3000000,29
Fernando Dos Santos Pedro,73,81,7000000,23
Juan Diego Molina Martínez,73,73,3100000,28
Nicolás Melamed Ribaudo,73,83,7000000,21
Kaan Ayhan,73,74,3100000,27
Alexandru Mitriță,73,73,3200000,27
Juan Ferney Otero,73,73,3200000,27
Nicolai Boilesen,73,73,2500000,30
José Andrés Martínez,73,74,3100000,27
Aaron Long,73,73,2500000,29
Yasser Al Shahrani,73,73,2600000,30
Emmanuel Gigliotti,73,73,1300000,35
Juan Carlos Martín Corral,73,73,525000,34
Diego Biseswar,73,73,1400000,34
Dénes Dibusz,73,73,1600000,31
Miloš Veljković,73,75,3300000,26
Frank Onyeka,73,78,4200000,24
Dimitris Giannoulis,73,74,3300000,26
Eduard Sobol,73,74,3200000,27
Julian Gressel,73,73,3100000,28
Janik Haberer,73,73,3000000,28
Souleyman Doumbia,73,76,3700000,25
Sargis Adamyan,73,73,3000000,29
Mickaël Malsa,73,76,4000000,26
Carlo Pinsoglio,73,73,1500000,32
Facundo Roncaglia,73,73,925000,35
Rémi Oudin,73,75,3800000,25
Dael Fry,73,79,4400000,24
Kieffer Moore,73,73,3000000,29
Rodrigo Cunha Pereira de Pinho,73,73,2600000,31
Ermedin Demirović,73,78,4700000,24
Oleksandr Karavaev,73,73,2900000,30
Marcus Vincius Oliveira Alencar,73,86,7000000,19
Felipe Pardo,73,73,2500000,31
José Antonio Morente Oliva,73,76,4000000,25
Oier Zarraga Egaña,73,80,6000000,23
Osmar Ibañez Barba,73,73,1000000,34
Benjamin Stambouli,73,73,2100000,31
Marcus Danielson,73,73,1500000,33
Luís Rafael Soares Alves,73,73,2900000,27
Claudiano Vair Paes Neto,73,73,1400000,34
Charles Kaboré,73,73,1000000,34
Wilson Bruno Naval Costa Eduardo,73,73,2600000,31
Rob Schoofs,73,73,3000000,28
Louis Schaub,73,74,3500000,27
Tom Lawrence,73,73,3100000,28
Tolga Ciğerci,73,73,2500000,30
Papy Djilobodji,73,73,1500000,33
Harvey Elliott,73,87,7000000,19
Rıdvan Yılmaz,73,82,6500000,21
Jarlan Barrera,73,74,3600000,26
Gaston Brugman,73,73,3000000,29
Emanuel Breno Teixeira Rocha,73,73,550000,38
Lazar Marković,73,73,3100000,28
Eloy Room,73,73,1000000,33
Gianluca Busio,73,86,7500000,20
Rasmus Lauritsen,73,75,3300000,26
Matthias Bader,73,75,3500000,25
Lorenzo Melgarejo,73,73,2600000,31
Jaroslav Zelený,73,73,2700000,29
Ola Toivonen,73,73,1200000,35
Carles Aleñá Castillo,73,79,4800000,24
Óscar Estupiñán,73,76,4099999,25
Enzo Diogo Merques Gomes,73,73,3000000,26
Marlion Gustavo Simões Paiva,73,73,2600000,30
M'Baye Niang,73,74,3600000,27
Rodolfo Dilson Pitta Fonseca,73,73,3600000,22
Kemar Roofe,73,73,3000000,29
Nabil Bentaleb,73,74,3100000,27
Jan Sýkora,73,73,3100000,28
Johan Larsson,73,73,2100000,32
Benjamin Leroy,73,73,1000000,33
Dennis Johnsen,73,77,4400000,24
Damian Batallini,73,74,3600000,26
Ronaël Pierre-Gabriel,73,77,4099999,24
Joel Pohjanpalo,73,73,3300000,27
Jacob Murphy,73,73,3200000,27
Davy Roef,73,74,2400000,28
Filippo Bandinelli,73,74,3500000,27
Gastón Pereiro,73,74,3500000,27
Benson Manuel,73,76,4000000,25
Federico Fernández,73,73,1500000,33
Jean Onana,73,80,6000000,22
José Sosa,73,73,950000,37
Michael Murillo,73,75,3500000,26
Caoimhin Kelleher,73,80,5000000,23
Abdou Harroui,73,77,4000000,24
Omar Richards,73,78,4300000,24
Ozan Kabak,73,80,5500000,22
Jorrit Hendrix,73,73,2900000,27
Carlos Lampe,73,73,350000,35
Josh Dasilva,73,78,4600000,23
Stanley Nsoki,73,79,4400000,23
Leandro Barreiro Martins,73,79,4900000,22
Alberto Perea Correoso,73,73,2500000,31
Gaetano Letizia,73,73,2100000,32
Ianis Hagi,73,79,4800000,23
Joel Andersson,73,76,3700000,25
Yuriy Lodygin,73,73,1500000,32
Valère Germain,73,73,2500000,32
Giorgi Makaridze,73,73,1500000,32
Jaka Bijol,73,79,4400000,23
André Filipe Russo Franco,73,79,4800000,24
Luca Netz,73,85,7000000,19
Ramón Rodríguez Jiménez,73,79,4900000,22
Zian Flemming,73,77,4400000,23
Breno Ronaldo Duarte Catarino,73,73,2900000,30
Devyne Rensch,73,83,6500000,19
Borna Barišić,73,73,2700000,29
Mergim Berisha,73,78,4700000,24
Marcelo Benítez,73,73,2200000,31
Gustavo da Silva Sousa,73,73,3100000,28
Unai García Lugea,73,73,2500000,29
Morten Hjulmand,73,81,6500000,23
Maduka Okoye,73,82,6000000,22
Fabrio Sandro Farinha Donatelo,73,73,2900000,30
Luís Hernández Rodríguez,73,73,1500000,33
Jonas Welson Damasto Orsi,73,73,3000000,26
Patrick Herrmann,73,73,2500000,31
Yorbe Vertessen,73,78,4700000,21
Jacob Bruun Larsen,73,78,4600000,23
Tobias Mohr,73,73,3300000,26
Mohamed Ihattaren,73,83,6500000,20
Ibrahima Niane,73,78,4700000,23
Denis Onyango,73,73,350000,37
Domingos André Ribeiro Almeida,73,81,7000000,22
Mouctar Diakhaby,73,78,4000000,25
Rayan Cherki,73,88,7000000,18
Ercan Kara,73,76,4000000,26
Jun Ho Son,73,73,2500000,30
Allano Brendon de Souza Lima,73,73,3200000,27
Leo Østigård,73,82,6500000,22
Marcos André de Sousa Mendonça,73,76,4099999,25
Sinaly Diomande,73,81,6500000,21
Andreas Voglsammer,73,73,3000000,30
Jefferson Farfán,73,73,1000000,37
Bouna Sarr,73,73,2600000,30
James Forrest,73,73,2900000,30
Eddie Nketiah,73,80,6000000,23
Romain Del Castillo,73,74,3600000,26
Neeskens Kebano,73,73,2900000,30
Mateo Retegui,73,81,7000000,23
Ben Pearson,73,73,2900000,27
Kevin Strootman,73,73,2400000,32
Milan Badelj,73,73,1500000,33
Joël Drommel,73,78,3600000,25
Marcel Tisserand,73,73,2500000,29
Scott McKenna,73,78,4000000,25
Ibrahim Amadou,73,73,2600000,29
Mirco Antenucci,73,73,1000000,37
Jaloliddin Masharipov,72,72,2400000,28
Yonathan Rodríguez,72,72,2000000,29
Salvador José Milhazes Agra,72,72,2300000,30
Mourad Batna,72,72,1900000,32
Luca Marrone,72,72,1500000,32
Jannes Horn,72,75,2900000,25
Andrei Burcă,72,73,2200000,29
Filip Helander,72,72,0,29
Claud Adjapong,72,79,4500000,24
Mathias Jørgensen,72,72,1500000,32
Günay Güvenç,72,72,1600000,30
Vítor Costa de Brito,72,72,2100000,28
Quinten Timber,72,84,5500000,21
Lucas Pedro Alves de Lima,72,72,2000000,30
José Carlos Ferreira Júnior,72,74,2500000,27
Lucas de Souza Cunha,72,79,4300000,25
Federico San Emeterio Díaz,72,75,3100000,25
Andreas Hanche-Olsen,72,76,2900000,25
Marius Bülter,72,72,2300000,29
Matěj Pulkrab,72,75,3100000,25
Diego Fagundez,72,72,2500000,27
Konstantinos Stafylidis,72,72,2100000,28
Ulisses Garcia,72,74,2700000,26
Tomáš Wiesner,72,75,3000000,24
Henrik Dalsgaard,72,72,1500000,32
Damian Kądzior,72,72,2300000,30
Chuba Akpom,72,75,3100000,26
Miguel Trauco,72,72,2100000,29
Aïssa Laïdouni,72,78,3300000,25
Ola Solbakken,72,78,3700000,23
Emmanuel Mas,72,72,1200000,33
Sinan Bolat,72,72,750000,33
Lorenzo Morón García,72,72,2400000,28
Carlos Manuel Cardoso Mané,72,72,2400000,28
Pedro Ortíz,72,72,1200000,32
Nikola Maraš,72,77,3100000,26
Adil Aouchiche,72,79,4600000,19
Shinji Kagawa,72,72,1500000,33
Leonardo Lopes de Souza,72,76,3300000,25
Rafael Pérez,72,72,1500000,32
Mame Thiam,72,72,2300000,29
Sean Klaiber,72,72,2300000,27
Marcus Tavernier,72,80,5000000,23
Giannis Kotsiras,72,72,2100000,29
Deiver Machado,72,72,2100000,28
Christopher Schindler,72,72,1500000,32
Daniel Johnson,72,72,2300000,29
Rubén Botta,72,72,1900000,32
Luca Zanimacchia,72,78,3700000,23
Lago Júnior,72,72,1900000,31
Matt Clarke,72,76,2900000,25
Isaac Kiese Thelin,72,72,2300000,30
Benjamin Tetteh,72,76,3400000,24
José Ndong Machín Dicombo,72,74,2900000,25
David Hovorka,72,72,2000000,28
Tomáš Kalas,72,73,2200000,29
Mauricio Cuero,72,72,2300000,29
Emiliano Viviano,72,72,250000,36
Alan Pulido,72,72,2000000,31
Aitor Sanz Martín,72,72,750000,37
Thom Haye,72,73,2700000,27
Carlos Vinícius Santos de Jesús,72,72,2300000,28
Sebastian Schonlau,72,73,2400000,27
Patrick Ciurria,72,73,2700000,27
Carlos Gruezo,72,75,2700000,27
Joan Sastre Vanrell,72,77,3200000,25
Darius Olaru,72,77,3500000,24
Mathías Vidangossy,72,72,950000,35
Martin Vitík,72,82,4700000,19
Diego Rubio,72,72,2300000,29
Michal Sáček,72,74,2600000,25
Shaquell Moore,72,76,3000000,25
Adama Traoré,72,72,2500000,27
Fabio Miretti,72,87,5500000,18
Alex Cordaz,72,72,250000,39
Nicolás Fernández,72,75,3100000,26
Soner Aydoğdu,72,72,1900000,31
Arkadiusz Reca,72,72,2300000,27
Jens Stage,72,74,2900000,25
M. Vanderlei Paulino Kenedy,72,72,2400000,22
Francesco Zampano,72,72,2100000,28
Junior Stanislas,72,72,1900000,32
Abdoul Kader Bamba,72,72,2400000,28
Pablo De Blasis,72,72,1100000,34
Harry Toffolo,72,73,2500000,26
Malick Thiaw,72,83,4800000,20
Denis Odoi,72,72,850000,34
Gökhan Akkan,72,74,2100000,27
Lukas Lerager,72,72,2300000,28
Angus Gunn,72,76,2500000,26
Oleksandr Tymchyk,72,76,3000000,25
David Okereke,72,77,3600000,24
Luis Vázquez,72,82,5500000,21
Eiji Kawashima,72,72,250000,39
Julian Ryerson,72,76,3100000,24
Stephen Kingsley,72,73,2400000,27
Jonathan Torres,72,76,3300000,25
Kaio Antonaldo Selva Mota,72,72,2400000,22
Mario Suárez Mata,72,72,650000,35
Cristian Álvarez,72,72,250000,36
Abdoulaye Touré,72,73,2300000,28
Konstantinos Laifis,72,72,2000000,29
Esteban Pavez,72,72,1600000,32
Emanuel Vignato,72,82,5500000,21
Martin Boyle,72,72,2300000,29
Yunus Akgün,72,78,3800000,21
Bryan Rovira,72,76,3000000,25
Michael Esser,72,72,400000,34
Javier Pinola,72,72,425000,39
Jesé Rodríguez Ruiz,72,72,2300000,29
Gregore de Magalhães da S.,72,72,2100000,28
Joaquín José Marín Ruz,72,72,1600000,32
Martin Hongla,72,78,3700000,24
Jack Price,72,72,2000000,29
Daniel Alexis Leite Figueira,72,79,4000000,23
Tajon Buchanan,72,78,3700000,23
Lyanco Neves Vojnovic,72,79,4300000,25
Thomas Goiginger,72,72,2300000,29
Igor Paolo Madinha Eustáquio,72,72,2600000,26
Harry Souttar,72,77,3200000,23
Sergi Canós Tenés,72,74,2900000,25
Matt Miazga,72,74,2600000,26
Adem Zorgane,72,79,4700000,22
Milad Mohammadi,72,72,2100000,28
Hugo Magnetti,72,76,3100000,24
Joe Scally,72,82,4800000,19
Pablo Renan dos Santos,72,72,1900000,30
Pol Lozano Vizuete,72,81,5000000,22
Facundo Ferreyra,72,72,2000000,31
Mitchell van Bergen,72,78,3800000,22
André Mikael Milazar Santoso,72,72,1900000,26
Jakob Glesnes,72,74,2400000,28
Jack Elliott,72,75,2700000,26
Michel Ange Balikwisha,72,80,5500000,21
Alam Cristian Boas Anjos,72,72,2300000,26
Jordy de Wijs,72,74,2500000,27
Francisco F. da Conceição,72,86,5500000,19
João Carlos Reis Graça,72,72,1600000,32
Jordi Quintillà Guasch,72,72,2100000,28
Baldomero Perlaza,72,72,2000000,30
Ismael Díaz,72,76,3300000,25
Abdelhamid Sabiri,72,77,3400000,25
Eladio Zorrilla Jiménez,72,72,2000000,31
Fredrik Gulbrandsen,72,72,2300000,29
Stefano Denswil,72,72,2000000,29
Isaac Carcelén Valencia,72,72,2100000,29
Viktor Fischer,72,72,2400000,28
Joe Rothwell,72,73,2700000,27
Lucas Villafañez,72,72,2300000,30
Paul Seguin,72,73,2700000,27
Fco. Javier Hidalgo Gómez,72,72,2100000,28
Josh Risdon,72,72,2100000,29
Javairô Dilrosun,72,77,3500000,24
Mario Vušković,72,83,4800000,20
Valeri Qazaishvili,72,72,2300000,29
Lorenzo Tonelli,72,72,1500000,32
Bill Hamid,72,72,1200000,31
Atiba Hutchinson,72,72,750000,39
Trent Sainsbury,72,72,0,30
Victor Pálsson,72,72,1600000,31
Jordan Lukaku,72,72,2500000,27
Ager Aketxe Barrutia,72,72,2400000,28
Lamine Fomba,72,79,4400000,24
Mubarak Wakaso,72,72,1900000,31
Davide Biraschi,72,74,2500000,27
Nikita Haikin,72,75,2400000,26
Jorge Pietro Teixeira Lima,72,72,2400000,22
Pedro Miguel Braga Rebocho,72,73,2500000,27
Gaëtan Courtet,72,72,1500000,33
Fodé Ballo-Touré,72,76,3000000,25
Caleb Ekuban,72,72,2400000,28
Alex Valera,72,75,3100000,26
Andy Yiadom,72,72,2000000,30
José Raúl Gutiérrez Parejo,72,77,3400000,25
Albert Guðmundsson,72,75,3100000,25
Christos Tzolis,72,80,5000000,20
Christofer Gonzáles,72,72,2300000,29
Walter Gargano,72,72,450000,37
Joel Tagueu,72,72,2400000,28
Álvaro Tejero Sacristán,72,75,2900000,25
Eliot Matazo,72,83,5000000,20
Jesper Karlström,72,74,2500000,27
Hugo Adryan Rubiães Chaves,72,72,2300000,26
Ghayas Zahid,72,72,2500000,27
Vital Nsimba,72,72,2100000,28
Youssouf Ndayishimiye,72,80,4900000,23
Mathieu Cafaro,72,75,3100000,25
Njegoš Petrović,72,81,5000000,22
Héctor Villalba,72,72,2500000,27
Otar Kiteishvili,72,74,2900000,26
Fábio Kel Melo Feijó,72,72,2600000,26
Obinna Nwobodo,72,76,3000000,25
Landry Dimata,72,74,3100000,24
Lucas Castro,72,72,1400000,33
Marcelo Estigarribia,72,72,1100000,34
Marcos Alam Bastos Domingues,72,72,2300000,30
Cristian Zapata,72,72,625000,35
Keinan Davis,72,77,3600000,24
Alireza Jahanbakhsh,72,72,2400000,28
Kristoffer Nordfeldt,72,72,750000,33
Anatoliy Trubin,72,80,4400000,20
Manprit Sarkaria,72,74,2900000,25
Octavian Popescu,72,85,5500000,19
Daniel Bachmann,72,72,1800000,27
Harold Moukoudi,72,77,3200000,24
Jamal Lewis,72,77,3300000,24
Hernán Menosse,72,72,625000,35
João Fabrício Bruinheira Salvador,72,72,400000,34
Johan Vásquez,72,81,4900000,23
Sead Hakšabanović,72,81,5000000,23
Santiago Rojas,72,76,2500000,26
Lucas Andersen,72,72,2500000,27
Michaël Cuisance,72,81,5000000,22
Jeremy Dudziak,72,73,2800000,26
Maxime Chanot,72,72,1500000,32
Adama Traoré,72,73,2700000,27
Marcelo Moreno Martins,72,72,1000000,35
Paulo Lucas Santos de Paula,72,76,3200000,25
Alexis Pérez,72,74,2400000,28
Kauã Ricardo Abranches Simões,72,72,2600000,26
Hannes Delcroix,72,78,3400000,23
Eduardo Gonzaga Mendes Santos,72,76,3000000,24
Tae Hwan Kim,72,72,1600000,32
Doğan Alemdar,72,80,4400000,19
Filip Stojković,72,72,2100000,29
Magnus Eriksson,72,72,1800000,32
Francisco Portillo Soler,72,72,1900000,32
André Filipe M. Ribeiro Ferreira,72,77,2700000,26
Kelivelson Vaz Laranjeiras,72,72,2300000,26
Mohamed Fares,72,73,2800000,26
Pietro Ceccaroni,72,75,2700000,26
Brayan Cortés,72,74,2100000,27
Rasmus Thelander,72,72,1900000,30
Erik Durm,72,72,2000000,30
Aleš Čermák,72,73,2700000,27
Lewis Baker,72,73,2700000,27
Liam Henderson,72,75,3000000,26
Tomás Alarcón,72,81,4900000,23
Guido Burgstaller,72,72,1500000,33
Clinton Njie,72,72,2400000,28
Daizen Maeda,72,77,3500000,24
Federico Mattiello,72,72,2300000,26
Matteo Bianchetti,72,73,2200000,29
Francisco José Sánchez Rodríguez,72,73,2800000,26
Sebastián Pedroza,72,80,4900000,23
Niklas Moisander,72,72,425000,36
Samuel Adegbenro,72,72,2600000,26
Manuel Leonardo Conceição Paes,72,72,2800000,22
Javier Cabrera,72,72,2300000,30
Francisco José Olivas Alba,72,72,1100000,33
Matías Melluso,72,78,3500000,24
Janis Blaswich,72,72,1200000,31
Talles Magno Bacelar Martins,72,84,5500000,20
Alberto Grassi,72,73,2700000,27
Josué Filipe Soares Pesqueira,72,72,1900000,31
Jonathan Mensah,72,72,1600000,31
Stefanos Kapino,72,74,2000000,28
Conor Hourihane,72,72,1900000,31
Alexandru Cicâldău,72,75,0,24
Lázaro Vinicius Marques,72,85,5500000,20
Tony Jantschke,72,72,1500000,32
Daniel Raba Antolin,72,73,2800000,26
Sergio Akieme Rodríguez,72,79,4500000,24
Iván Jaime Pajuelo,72,82,5500000,21
Andreas Linde,72,74,2000000,28
Ignacio Peña Sotorres,72,81,4500000,23
Fabian Lustenberger,72,72,750000,34
Sebastião Erick Couteira Baía,72,72,2800000,22
Dersan Jaime Dinis Abravanel,72,72,2300000,30
Braian Cufré,72,77,3200000,25
Yann Bodiger,72,74,2500000,27
Samuel Almeida Costa,72,81,5000000,21
Ailton Jonas Valpaços Salazar,72,72,1900000,30
Michael Rangel,72,72,2000000,31
Robin Pröpper,72,73,2200000,28
Tomás Rincón,72,72,1100000,34
Aurélio Gabriel Ulineia Buta,72,75,3100000,25
Gil Bastião Dias,72,73,2800000,25
Ryan Donk,72,72,425000,36
Gaëtan Weissbeck,72,77,3400000,25
Jack O'Connell,72,74,2400000,28
Timmy Chandler,72,72,1900000,32
Pablo Lavandeira,72,72,1900000,32
Josip Stanišić,72,81,5000000,22
Zinedine Ferhat,72,72,2300000,29
Fabiano Elton Sonta Pessoa,72,72,1900000,30
Ramón Ábila,72,72,1900000,32
Ajdin Hrustić,72,75,3100000,25
Dia Saba,72,72,2300000,29
Francisco Sierralta,72,77,3100000,25
Alan Aguerre,72,72,1200000,31
Mohamed Bouldini,72,75,3100000,26
Jérémy Le Douaron,72,76,3400000,24
Alexandre Corredera Alardi,72,75,3000000,26
Jefferson Duque,72,72,1000000,35
Romano Schmid,72,79,4800000,22
Iké Ugbo,72,78,3700000,23
Patrick Drewes,72,72,1600000,29
Rúben Barcelos De Sousa Lameiras,72,72,2500000,27
Josepmir Ballón,72,72,800000,34
Amato Ciciretti,72,72,2400000,28
Juan Antonio Iglesias Sánchez,72,79,4500000,23
Adrián Guerrero Aguilar,72,79,4500000,24
Hassan Al Haydos,72,72,0,31
Cristian Borja,72,72,2100000,29
Cristian Espinoza,72,72,2500000,27
Nicolás Gaitán,72,72,1100000,34
Aymen Barkok,72,78,3700000,24
Lorenzo Dickmann,72,75,2900000,25
Andrés Cadavid,72,72,425000,36
Kevin Diks,72,75,2900000,25
Emiliano Amor,72,74,2500000,27
Vlad Chiricheș,72,72,1500000,32
Ryan Ledson,72,75,2900000,24
Marko Rog,72,73,2700000,26
Guto Ramón Milazar Coimbra,72,72,2000000,30
Facundo Mura,72,77,3300000,23
Václav Jemelka,72,74,2500000,27
Wallace Fortuna Santos,72,74,2500000,27
Kamal Sowah,72,79,4800000,22
Paulo Henrique Soares dos Santos,72,72,2500000,27
Leandro Freddy Vivenço Morais,72,72,2800000,22
Felipe Mora,72,72,2400000,28
Bandar Al Ahbabi,72,72,1700000,31
Nélson Miguel Castro Oliveira,72,72,2300000,30
Thomas Monconduit,72,72,1600000,31
Danovis Banguero,72,72,1600000,32
Leonardo Henriques Coelho,72,73,2200000,29
Loïc Négo,72,72,0,31
Michael Barrios,72,72,1900000,31
Sandi Lovrič,72,79,4700000,24
Sebastián Torrico,72,72,250000,42
Siebe Schrijvers,72,75,3100000,25
Xavier Torres Buigues,72,72,650000,35
Luiz Lúcio Reis Júnior,72,82,4600000,21
Fredrik Andre Bjørkan,72,77,3300000,23
Badou Ndiaye,72,72,1900000,31
Ferran Jutglà Blanch,72,80,5000000,23
Mateusz Lis,72,77,2700000,25
Fábio Samuel Amorim Silva,72,75,3000000,26
Leonel Di Plácido,72,72,2100000,28
Matt Hedges,72,72,1500000,32
Oğuzhan Özyakup,72,72,2300000,29
Diego Mariño Villar,72,72,1200000,32
Lucas Da Cunha,72,78,3800000,21
Hernán Barcos,72,72,800000,38
Noë Dussenne,72,72,1900000,30
Rivaldo Coetzee,72,79,4300000,25
Mikel Villanueva,72,72,2000000,29
Carlos Cuesta,72,79,4400000,23
Enrique Bologna,72,72,250000,40
Jack Robinson,72,72,2000000,28
Lisandro López,72,72,800000,39
Berat Özdemir,72,76,3100000,24
Ciaran Clark,72,72,1500000,32
Almoez Ali,72,75,0,25
Liberato Cacace,72,82,5000000,21
Oleksandr Zubkov,72,73,2800000,25
Elijah Adebayo,72,76,3400000,24
Florin Tănase,72,72,0,27
Loris Karius,72,72,1600000,29
Alexander Alvarado,72,80,5000000,23
Tijjani Reijnders,72,77,3500000,23
Seny Dieng,72,75,2300000,27
Yoshimar Yotún,72,72,1800000,32
Horacio Calcaterra,72,72,1400000,33
Gastón Suso,72,72,1600000,31
Damian Dąbrowski,72,72,2000000,29
Sam Byram,72,72,2100000,28
André Hansen,72,72,1200000,32
Theo Walcott,72,72,1500000,33
Yoann Court,72,72,1900000,32
Kristjan Asllani,72,84,5500000,20
Giovanni González,72,72,2300000,27
Sam Beukema,72,80,4900000,23
Exequiel Zeballos,72,85,5500000,20
Jamie Paterson,72,72,2300000,30
Hugo Cuypers,72,76,3300000,25
Richard Schunke,72,72,1900000,30
Boško Šutalo,72,79,4400000,22
Giulio Donati,72,72,1500000,32
Mats Møller Dæhli,72,73,2700000,27
Fredy Hinestroza,72,72,1900000,32
Marvin Wanitzek,72,72,2300000,29
Wylan Cyprien,72,73,2400000,27
Andrea Cambiaso,72,82,5000000,22
Samuel Kalu,72,75,3200000,24
Anastasios Chatzigiovanis,72,75,3100000,25
Volodymyr Shepelev,72,76,3200000,25
Won Sang Um,72,80,5000000,23
Bradley Dack,72,72,2400000,28
Winston Reid,72,72,0,33
Marco Benassi,72,72,2500000,27
Aleš Matějů,72,72,2300000,26
Maxime Estève,72,82,4800000,20
Faitout Maouassa,72,75,3000000,23
Ismael Sosa,72,72,1000000,35
Michele Castagnetti,72,72,1600000,32
Roberto Insigne,72,72,2400000,28
Patricio Rubio,72,72,1500000,33
Eray Cömert,72,78,3400000,24
Lucas Cháves,72,73,2100000,26
Ádám Nagy,72,74,2500000,27
Samir Memišević,72,72,2000000,28
Kristian Thorstvedt,72,79,4700000,23
Mikael Ishak,72,72,2300000,29
Daniel Ojeda Saranova,72,72,2500000,27
Woo Yeong Jeong,72,77,3600000,22
Sadegh Moharrami,72,74,2700000,26
Yvann Maçon,72,78,3500000,23
John Souttar,72,76,2900000,25
Alan Franco,72,78,3300000,25
Marco Grüll,72,77,3500000,23
Heitor Edvaldo Barreto Gesser,72,72,2300000,26
Joe Gelhardt,72,87,5500000,20
Terem Moffi,72,78,3700000,23
Lorenzo Crisetig,72,72,2000000,29
Alex Mowatt,72,72,2500000,27
Pablo Pérez,72,72,750000,36
João Rodolfo Bardinho Barros,72,72,2300000,26
Valon Berisha,72,72,2300000,29
Igor Guilherme Barbosa da Paixão,72,82,5500000,22
Yesus Cabrera,72,72,1900000,31
