Full Name,Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),Pace Total,Shooting Total,Dribbling Total
Raúl García Escudero,80,80,9000000,35,184,83,35,83,78
José Miguel da Rocha Fonte,80,80,3800000,38,191,81,31,46,62
Marek Hamík,80,80,9500000,34,183,73,64,77,80
Antonio Candreva,80,80,8500000,35,180,70,70,79,81
Simon Mignolet,80,80,3600000,34,193,87,80,74,85
José Luis Sanmartín Mato,80,80,17000000,32,192,80,63,81,73
David Ospina,80,80,7000000,33,183,80,81,76,82
Etienne Capoue,80,80,13000000,33,190,80,53,73,75
Georginio Wijnaldum,80,80,17500000,31,175,74,69,71,80
Max Kruse,80,80,10500000,34,180,76,51,81,82
Matteo Darmian,80,80,14500000,32,182,70,71,59,76
Francis Coquelin,80,80,17500000,31,176,74,68,68,79
Daley Blind,80,80,13500000,32,180,72,42,62,79
Alessio Cragno,80,81,16500000,28,184,78,82,79,83
Remo Freuler,80,80,20000000,30,181,80,68,71,78
Maximilian Arnold,80,81,20500000,28,184,74,65,80,78
Victor Lindelöf,80,81,21000000,27,187,80,59,51,72
Alexandre Moreno Lopera,80,80,18500000,29,179,68,88,68,76
Mahmoud Dahoud,80,82,26000000,26,178,68,70,69,85
Jeremías Conan Ledesma,80,82,17500000,29,186,83,82,77,83
Hamari Traoré,80,80,18000000,30,175,70,83,57,76
Ante Rebic,80,80,21000000,28,185,78,86,80,81
Hans Hateboer,80,80,19000000,28,185,72,82,64,77
Kepa Arrizabalaga,80,83,20500000,27,186,88,79,78,82
Dominic Calvert-Lewin,80,84,29500000,25,187,71,81,77,76
Lukas Klostermann,80,82,23000000,26,189,88,86,50,71
Joaquín Correa,80,80,23000000,27,189,75,84,75,84
Rick Karsdorp,80,81,22000000,27,184,80,85,63,77
Joan Jordán Moreno,80,80,22500000,27,183,74,59,75,76
Jarrod Bowen,80,83,28000000,25,175,70,78,77,81
Alejandro Berenguer Remiro,80,80,23000000,26,175,73,81,76,82
Steven Bergwijn,80,85,32000000,24,178,78,86,78,83
Emiliano Buendía,80,82,26500000,25,172,72,71,74,83
Ugurcan Çakir,80,84,22500000,26,191,82,80,77,82
Gianluca Scamacca,80,86,33500000,23,195,85,73,80,74
José Luis Morales Nogales,80,80,10000000,34,180,70,83,81,82
Martin Dúbravka,80,80,7000000,33,190,80,78,76,81
Walter Benítez,80,82,17500000,29,191,93,80,79,83
Leandro Paredes,80,80,18500000,28,180,75,64,71,78
Sardar Azmoun,80,81,24500000,27,186,82,78,77,78
William Silva de Carvalho,80,80,17500000,30,187,79,35,65,73
Bryan Cristante,80,82,23000000,27,186,80,54,73,75
Saúl Ñíguez Esclápez,80,81,24000000,27,184,75,69,76,79
Marten de Roon,80,80,15000000,31,185,76,70,68,71
Andrea Belotti,80,80,21500000,28,181,84,74,80,76
Frederico de Paula Santos,80,80,20500000,29,169,62,76,67,81
Christian Günter,80,80,18500000,29,184,83,80,58,71
Adrien Rabiot,80,81,24000000,27,192,80,75,73,79
Rui Tiago Dantas da Silva,80,82,18000000,28,191,91,81,76,83
Alessio Romagnoli,80,80,19500000,27,185,75,66,40,67
Carles Gil Pareja,80,80,20500000,29,170,65,71,70,80
Anthony Martial,80,83,28000000,26,184,76,83,79,84
Moussa Dembélé,80,83,28500000,25,183,79,72,79,74
Mark Flekken,80,81,16000000,29,195,87,80,76,82
Alex Nicolao Telles,80,80,18500000,29,181,71,79,74,77
Amine Gouiri,79,86,36000000,22,181,83,78,81,80
Nemanja Maksimovic,79,80,20000000,27,189,78,51,72,74
Unai Núñez Gestoso,79,83,22000000,25,186,81,70,24,52
Orkun Kökçü,79,86,35500000,21,175,68,72,71,79
Anthony Nwakaeme,79,79,11000000,33,185,80,75,77,81
Luis Milla Manzanares,79,81,19000000,27,175,67,70,70,74
Tyrell Malacia,79,85,26500000,22,169,67,85,56,77
Jonathan David,79,85,28500000,22,180,77,83,79,77
Conor Gallagher,79,86,35500000,22,182,77,74,76,78
Alexis Sánchez,79,79,11000000,33,168,62,72,77,83
Pervis Estupiñán,79,83,23500000,24,175,78,81,46,72
Juan Foyth,79,84,24500000,24,187,69,72,46,72
Min Jae Kim,79,84,23000000,25,190,81,80,33,62
Dominik Szoboszlai,79,87,39500000,21,186,74,77,79,80
David Neres Campos,79,82,23000000,25,176,71,85,72,83
Angelo Ogbonna,79,79,5500000,34,191,86,49,40,62
Jérôme Boateng,79,79,8500000,33,190,94,47,49,66
Youssouf Fofana,79,84,24500000,23,176,69,68,67,76
Lars Stindl,79,79,11000000,33,181,80,55,79,79
Luís Manuel Arantes Maximiano,79,85,22500000,23,190,82,78,76,82
Diego López Rodríguez,79,79,1900000,40,196,89,76,80,76
Ryan Gravenberch,79,89,38500000,20,190,77,77,76,83
Anssumane Fati,79,90,38000000,19,178,66,88,77,82
Pedro Rodríguez Ledesma,79,79,8000000,34,169,65,73,74,86
George Goodman,79,79,15500000,29,180,70,83,55,78
Moe Bumbercatch,79,82,23000000,25,174,65,87,61,81
Pablo Martín Páez Gavira,79,88,36000000,17,173,68,76,64,83
Yeremy Jesús Pino Santos,79,87,38000000,19,172,60,77,73,79
Gonçalo Bernardo Inácio,79,88,36000000,20,185,78,80,36,61
Vítor Machado Ferreira,79,89,39500000,22,172,64,73,68,83
Matheus Luiz Nunes,79,86,35000000,23,183,76,82,71,82
Giacomo Raspadori,79,86,36000000,22,172,69,81,78,81
Samuel Chukwueze,79,85,27500000,23,172,70,89,74,84
Ali Musrati,79,83,22000000,26,189,83,58,61,70
Norberto Gomes Betuncal,79,82,24500000,24,194,88,87,79,74
Wesley Fofana,79,86,33000000,21,190,76,75,37,64
Eduardo Camavinga,79,89,38000000,19,182,68,76,66,81
Martín Zubimendi Ibáñez,79,86,35000000,23,181,74,59,64,74
Roger Ibañez Da Silva,79,83,22500000,23,185,73,82,32,58
Maxence Caqueret,79,85,26000000,22,174,63,73,58,81
Boulaye Dia,79,83,24500000,25,180,75,83,78,76
Manuel Lanzini,79,79,17000000,29,167,59,69,73,82
Vicente Guaita Panadero,79,79,1900000,35,190,80,80,77,81
Alfredo Talavera,79,79,0,39,186,85,80,82,80
Rodrigo Bentancur,79,83,24500000,25,187,73,67,62,80
Gonzalo Montiel,79,81,20000000,25,175,70,83,60,75
Ludovic Blas,79,83,25000000,24,180,70,73,76,82
Matheus Reis de Lima,79,82,20000000,27,184,80,73,53,74
Luan Vágner Boas Macedo,79,79,21000000,22,176,73,83,79,81
Bernard Gabriel Prestão Chaves,79,79,11500000,30,186,80,81,75,82
Melvin Luan Parrela Porfírio,79,79,18500000,22,188,88,71,70,72
Everton Jorge Andrade Zanon,79,79,17000000,26,177,75,67,62,75
Adnan Claudiano Vidual Machado,79,79,15000000,30,175,70,83,52,71
Ronaldo Diego Essler Domingues,79,79,19000000,22,168,65,89,58,77
Emelvin William Anjos Rochedo,79,79,3000000,34,190,85,79,75,74
Ezequiel Ávila,79,79,18000000,28,172,81,80,80,78
Oleksandr Zinchenko,79,82,21500000,25,175,64,68,65,80
Ezri Konsa,79,86,32500000,24,183,77,78,39,71
Agustín Rossi,79,83,19000000,26,195,95,80,76,80
Davinson Sánchez,79,80,18000000,26,187,81,75,47,66
Matty Cash,79,84,24500000,24,185,74,80,67,75
Benjamin Pavard,79,81,20000000,26,186,81,66,55,71
Pablo Fornals Malla,79,81,21500000,26,178,67,67,74,79
Nordi Mukiele,79,83,23500000,24,187,84,78,49,72
Nicolas Pépé,79,79,18500000,27,183,73,88,77,82
Alexandr Golovin,79,80,20500000,26,180,69,77,72,82
David García Zubiria,79,81,17500000,28,185,72,61,37,65
Ellyes Skhiri,79,80,18000000,27,185,74,68,72,75
Adam Maruic,79,79,15500000,29,185,85,84,66,74
Wout Weghorst,79,79,17500000,29,197,84,60,77,69
Jonas Omlin,79,81,15000000,28,189,80,80,75,82
Julian Weigl,79,80,20500000,26,187,80,59,64,77
Donny van de Beek,79,84,25500000,25,184,74,67,77,78
Donyell Malen,79,85,28000000,23,178,77,88,78,83
Rafael Mir Vicente,79,84,26000000,25,191,86,78,81,71
Benjamin White,79,86,32500000,24,185,77,70,29,72
Justin Bijlow,79,85,22500000,24,188,76,82,75,80
Steve Mandanda,79,79,1900000,37,185,82,77,79,81
Jonny Evans,79,79,5500000,34,188,77,50,32,58
Joaquín Sánchez Rodríguez,79,79,0,40,179,75,66,78,79
Daniel Wass,79,79,11000000,33,181,74,73,77,76
Óscar Trejo,79,79,8000000,34,180,79,68,76,82
Axel Witsel,79,79,8500000,33,186,81,34,63,75
Javier Hernández,79,79,8500000,34,175,73,72,77,76
Sergio Asenjo Andrés,79,79,5500000,33,189,87,80,77,78
Anthony Modeste,79,79,8500000,34,187,84,69,78,70
Fernando Muslera,79,79,1900000,36,190,74,76,80,77
Gianluigi Buffon,79,79,1900000,44,192,92,76,73,76
Owen Wijndal,79,83,24000000,22,176,65,84,53,78
Reinildo Isnard Mandava,79,79,16000000,28,180,73,80,54,74
Francisco José Beltrán Peinado,79,84,24500000,23,165,64,60,56,77
Cengiz Ünder,79,82,24000000,24,173,66,78,77,80
Lucas Veríssimo da Silva,79,82,20500000,26,191,86,81,39,63
Tanguy Ndombele,79,82,23000000,25,181,76,66,71,86
Salih Özcan,79,83,23000000,24,180,76,77,62,77
Manuel Lazzari,79,79,16000000,28,174,67,92,62,82
Houssem Aouar,79,84,26500000,24,175,70,71,70,83
Josip Brekalo,79,85,28000000,24,175,70,81,76,84
Diogo Meireles Costa,79,86,30500000,22,188,84,76,75,83
Emanuel Reynoso,79,80,20500000,26,176,67,67,67,80
Marcos Nascimento Teixeira,79,83,21500000,26,185,81,67,36,70
Dean Henderson,79,82,18000000,25,188,85,80,78,82
Takehiro Tomiyasu,79,85,26000000,23,188,84,74,33,71
Luka Jovic,79,84,27000000,24,182,85,74,78,78
Pau López Sabata,79,82,17000000,27,189,77,80,79,81
Renato Tapia,79,81,19500000,26,185,80,68,66,69
Luuk de Jong,79,79,15000000,31,189,86,48,78,70
João Pedro G. Santos Galvão,79,79,17000000,30,184,73,81,78,80
Karim Bellarabi,79,79,14000000,32,184,79,86,75,81
James Tarkowski,79,79,14500000,29,188,81,55,45,62
Jesús Joaquín Fernández Sáez,79,79,17500000,28,176,70,73,76,83
Julian Draxler,79,79,17500000,28,187,77,72,76,82
Conor Coady,79,79,14500000,29,186,80,47,57,66
Felipe Anderson Pereira Gomes,79,79,17000000,29,175,70,85,75,83
Jordan Veretout,79,79,15000000,29,177,67,76,75,78
Ismaily Gonçalves dos S.,79,79,12000000,32,177,82,82,64,80
Agustín Marchesín,79,79,3000000,34,188,85,80,77,80
Lewis Dunk,79,79,14500000,30,192,88,44,51,63
Matz Sels,79,80,13000000,30,190,88,77,78,80
Granit Xhaka,79,79,15000000,29,185,82,49,64,69
Manuel Riemann,79,79,5500000,33,186,83,78,74,82
Sérgio Miguel Relvas de Oliveira,79,79,17000000,30,181,78,58,78,76
Mattia Zaccagni,79,79,18500000,27,177,63,82,73,83
Mattia Perin,79,80,13500000,29,188,77,79,79,81
Juan Miguel Jiménez López,79,79,17000000,29,172,69,76,80,81
Nicolás Lodeiro,79,79,11000000,33,170,69,69,73,81
Callum Wilson,79,79,17000000,30,180,66,81,78,77
Yaroslav Rakitskyi,79,79,11500000,32,185,83,68,67,71
Danny Ings,79,79,17500000,29,178,73,72,82,78
Nemanja Gudelj,79,79,14500000,30,187,73,54,70,69
Marcos Alonso Mendoza,79,79,12500000,31,188,85,53,74,77
Ander Herrera Agüera,79,79,14000000,32,182,71,61,71,78
Nemanja Matic,79,79,8500000,33,194,83,38,67,72
Marco Silvestri,79,79,9500000,31,191,80,81,77,83
Michail Antonio,79,79,14000000,32,178,82,82,75,77
Benjamin André,79,79,12500000,31,180,76,65,64,75
Davy Klaassen,79,79,17000000,29,179,70,68,80,76
Alessandro Florenzi,79,79,12500000,31,173,67,76,77,79
Héctor Bellerín Moruno,79,80,18500000,27,178,74,81,51,77
Arkadiusz Milik,79,79,18000000,28,186,80,61,82,74
Munir El Haddadi,79,79,19000000,26,175,69,77,78,82
Ludovic Ajorque,79,79,18000000,28,197,92,73,79,70
Dakonam Djené,79,79,14500000,30,178,72,67,38,62
Davide Zappacosta,79,79,15000000,30,182,75,78,66,74
Lucas Zelarayán,79,79,17000000,30,172,70,71,76,82
Franco Armani,79,79,1900000,35,189,88,78,74,85
Adama Traoré Diarra,79,80,20500000,26,178,86,96,65,86
João Mário N. Costa Eduardo,79,79,17000000,29,179,73,70,69,82
Federico Bernardeschi,79,79,17500000,28,185,77,77,71,82
Paul Ebere Onuachu,79,79,18000000,28,201,98,70,78,70
Nicolae Stanciu,79,79,17000000,29,170,63,74,75,82
Rubén García Santos,79,79,17500000,28,171,71,77,76,79
Chancel Mbemba,79,81,18500000,27,182,78,72,50,65
John McGinn,79,80,20000000,27,178,68,69,74,77
Jonathan Castro Otto,79,79,16000000,28,170,70,74,54,76
Rachid Ghezzal,79,79,17000000,30,182,70,72,72,81
Clinton Mukoni Mata Pedro Lourenço,79,79,15500000,29,180,73,83,61,74
Adnan Januzaj,79,79,18500000,27,186,75,77,72,83
Berat Djimsiti,79,79,14500000,29,190,83,71,39,50
Abdoulaye Doucouré,79,79,17000000,29,184,76,67,76,78
Matheus Lima Magalhães,79,80,13500000,29,190,84,82,75,82
Michael Keane,79,80,16000000,29,191,82,52,49,62
Leandro Trossard,79,79,18500000,27,171,67,82,78,81
Manuel Trigueros Muñoz,79,79,17000000,30,178,75,50,73,75
Ben Davies,79,79,14500000,29,181,76,67,58,72
Samuel Umtiti,79,79,15000000,28,182,75,63,62,67
Denis Suárez Fernández,79,79,17500000,28,178,66,72,72,81
Erik Lamela,79,79,17000000,30,181,79,68,77,83
Luiz Felipe Ramos Marchi,79,84,23000000,25,187,80,72,29,68
Jadson Bardeira Cunha,78,78,17000000,22,187,85,73,82,70
Altay Bayindir,78,82,16000000,24,198,73,78,75,82
Javier Puado Díaz,78,83,21000000,24,177,69,84,75,78
Sofiane Diop,78,86,31500000,22,175,65,71,72,83
Alexander Bah,78,82,18500000,24,183,76,92,64,73
Jean-Clair Todibo,78,84,20500000,22,190,88,75,44,65
Julián Álvarez,78,86,32000000,22,173,71,76,80,83
Enzo Fernández,78,87,31500000,21,180,77,74,71,78
Alfonso Espino,78,78,12000000,30,172,71,87,63,73
Emerson Leite De Souza,78,82,18500000,23,181,79,74,62,74
Tomá Hole,78,78,12000000,29,180,73,77,70,73
Charles De Ketelaere,78,88,32000000,21,192,79,75,76,81
Gabriel Teodoro Martinelli Silva,78,88,31500000,21,178,75,87,71,80
Joey Veerman,78,83,21000000,23,185,75,67,70,78
Pierre Kalulu,78,85,26500000,22,184,69,80,50,69
Piero Hincapié,78,85,26500000,20,184,76,83,39,71
F. Evanilson de Lima Barbosa,78,86,32000000,22,181,77,74,76,76
Giorgi Mamardashvili,78,84,18500000,21,199,88,79,78,80
Colin Hughes,78,78,15500000,26,178,73,83,59,81
Ash Dixon,78,81,17000000,26,170,72,79,66,71
Tanaka Roberts,78,78,14000000,29,178,82,85,79,78
Mohamed Simakan,78,86,29500000,22,187,82,71,39,64
Borna Sosa,78,83,20000000,24,187,79,79,53,78
Jirí Pavlenka,78,78,9500000,30,196,81,81,74,84
Alexis Saelemaekers,78,82,20000000,23,180,72,81,67,81
Óscar Melendo Jiménez,78,82,20000000,24,167,63,80,64,79
Randal Kolo Muani,78,84,22500000,23,187,73,84,72,80
Amadou Haidara,78,82,20000000,24,175,72,70,72,80
Pedro Lomba Neto,78,85,28500000,22,172,62,85,74,81
Maximiliano Gómez,78,80,18000000,25,186,84,63,78,73
Noa Lang,78,85,28000000,23,179,69,86,73,83
Saa Kalajdic,78,82,20500000,24,200,93,63,75,73
Guglielmo Vicario,78,82,15500000,25,188,76,79,78,80
Nicolás De la Cruz,78,79,16500000,25,167,65,85,76,82
Callum Hudson-Odoi,78,84,22500000,21,182,76,81,68,82
Hamed Junior Traorè,78,87,31500000,22,177,77,82,70,81
Junior Messias,78,78,11500000,31,179,70,84,73,81
Nikola Vlaic,78,83,21000000,24,178,79,79,76,81
Marc Guéhi,78,86,29500000,21,182,82,73,39,68
Eljif Elmas,78,85,28500000,22,184,74,76,71,83
Predrag Rajkovic,78,81,14000000,26,191,85,77,76,81
Konstantinos Mavropanos,78,83,19000000,24,194,89,81,56,60
Christoph Baumgartner,78,84,22500000,22,180,73,75,72,80
Romain Faivre,78,84,22000000,23,180,69,75,74,80
Samuel Gigot,78,79,13500000,28,187,75,67,38,61
Guillermo Maripán,78,80,14000000,28,193,83,33,42,53
Giovanni Simeone,78,79,17000000,26,181,81,77,79,75
João Paulo Dias Fernandes,78,78,14000000,29,187,88,67,77,75
Taras Stepanenko,78,78,9500000,32,181,76,65,63,69
Cristian Portugues Manzanera,78,78,13500000,30,167,66,87,74,76
Juan Bernat Velasco,78,78,12500000,29,170,67,74,64,81
Mário Rui Silva Duarte,78,78,10000000,31,170,67,80,53,78
Raúl Ruidíaz,78,78,12000000,31,169,66,83,79,79
Craig Dawson,78,78,9000000,32,188,77,49,47,55
Víctor Ruiz Torre,78,78,6500000,33,185,78,44,42,59
Roberto Pereyra,78,78,11500000,31,182,77,76,74,79
Mario Gaspar Pérez Martínez,78,78,10000000,31,180,77,72,69,72
Mats Rits,78,78,12500000,28,178,72,74,72,75
Marwin Hitz,78,78,2400000,34,194,91,81,73,79
Ben Mee,78,78,9000000,32,180,82,61,42,62
Aaron Cresswell,78,78,9500000,32,175,66,64,60,75
Giacomo Bonaventura,78,78,11000000,32,181,75,69,75,80
Francesco Caputo,78,78,7000000,34,181,77,79,79,78
Odion Ighalo,78,78,9000000,33,185,80,69,79,73
Mesut Özil,78,78,9000000,33,180,70,69,70,79
Claudio Bravo,78,78,1600000,39,184,80,77,78,78
Sergio Romero,78,78,1600000,35,192,86,78,75,80
Alassane Plea,78,78,14000000,29,181,79,72,79,78
Patrick Bamford,78,78,14500000,28,185,71,82,78,73
Jesse Lingard,78,78,14000000,29,175,60,75,77,79
Stole Dimitrievski,78,79,11000000,28,188,84,77,82,79
Maxwel Cornet,78,81,18500000,25,179,69,87,76,77
Aleksandar Mitrovic,78,78,15000000,27,189,90,64,79,71
Lucas Alario,78,78,14000000,29,185,78,66,78,74
Emiliano Rigoni,78,78,14000000,29,180,70,83,73,78
Alexey Miranchuk,78,79,16500000,26,182,74,75,70,80
Thomas Strakosha,78,81,14000000,27,193,78,79,76,79
Gilberto Moraes Júnior,78,78,12500000,29,181,76,79,58,73
Pierluigi Gollini,78,81,14000000,27,194,94,78,79,80
Rubén Peña Jiménez,78,78,12000000,30,170,65,78,70,77
Josef Martínez,78,78,14000000,29,173,74,85,78,77
Marcel Halstenberg,78,78,11500000,30,188,87,63,66,71
Juan Fernando Quintero,78,78,14000000,29,168,67,71,76,82
Fernando Pacheco Flores,78,79,10500000,30,186,81,77,75,80
Romário Ricardo da Silva,78,78,12000000,31,174,69,86,76,80
Nathan Aké,78,80,15000000,27,180,75,76,53,70
Óliver Torres Muñoz,78,79,16000000,27,175,70,59,67,81
Jonas Hector,78,78,9500000,32,185,75,63,60,75
Joël Veltman,78,78,11500000,30,184,75,64,49,70
Moise Kean,78,86,32000000,22,182,72,85,76,77
Marcos Senesi,78,83,18500000,25,183,78,60,42,74
James Milner,78,78,4400000,36,175,70,52,70,76
Serge Aurier,78,78,12500000,29,174,74,73,62,74
Enzo Pérez,78,78,2800000,36,178,77,68,65,76
James Tavernier,78,78,12000000,30,182,75,83,73,75
Marco Davide Faraoni,78,78,12000000,30,180,71,78,73,76
Willian José da Silva,78,78,14000000,30,189,91,62,79,74
Pablo Maffeo Becerra,78,83,20000000,24,172,70,83,52,78
Ollie Watkins,78,81,18500000,26,180,70,84,76,74
Timothy Castagne,78,80,16000000,26,185,80,76,58,75
Franco Cervi,78,78,14000000,28,165,62,88,67,80
Enes Ünal,78,82,20000000,25,187,78,69,81,75
Gabriel Arias,78,78,2400000,34,188,82,78,73,82
Sergio Rochet,78,80,11500000,29,190,85,80,78,80
Valentin Rongier,78,79,16000000,27,172,70,71,66,78
Alexander Nübel,78,84,17500000,25,193,88,75,71,84
Sergio Herrera Pirón,78,79,11000000,29,192,82,79,77,77
Maxime Lopez,78,81,19000000,24,167,58,72,71,82
Karl Toko Ekambi,78,78,14000000,29,185,74,83,78,76
Ramy Bensebaini,78,79,15000000,27,187,85,70,64,74
Alex Meret,78,81,14500000,25,190,83,79,73,81
Duje Caleta-Car,78,82,17500000,25,192,89,59,39,62
Grzegorz Krychowiak,78,78,9500000,32,186,79,50,75,68
Danilo D'Ambrosio,78,78,6500000,33,180,75,68,56,71
Douglas Luiz Soares de Paulo,78,83,19500000,24,175,66,67,68,77
Mathew Ryan,78,78,9500000,30,184,82,78,76,80
Sebastián Driussi,78,81,18500000,26,179,79,81,78,76
Rafael Santos Borré,78,79,17000000,26,174,70,77,77,79
Saïd Benrahma,78,78,15500000,26,172,67,75,73,81
John Brooks,78,79,13000000,29,193,78,58,40,61
Alejandro Pozuelo Melero,78,78,13500000,30,170,74,64,73,80
André Carrillo,78,78,11500000,31,182,78,84,74,81
Gianluca Caprari,78,78,14500000,28,176,72,85,73,83
Willy Boly,78,78,9500000,31,195,97,58,36,63
Fernando Lucas Martins,78,78,12000000,30,173,66,72,67,73
Thomas Meunier,78,78,12000000,30,191,90,73,74,72
Marcos Rojo,78,78,9000000,32,186,82,65,60,64
Aïssa Mandi,78,78,11500000,30,184,78,62,46,69
Sebastian Rode,78,78,10000000,31,180,71,59,65,74
Lars Unnerstall,78,78,7500000,31,198,103,78,78,80
José Gómez Campaña,78,78,13500000,29,179,70,65,72,78
Gernot Trauner,78,78,11500000,30,183,82,63,57,67
Dennis Praet,78,78,14000000,28,181,78,66,72,79
Oriol Romeu Vidal,78,78,12000000,30,183,83,41,44,65
Lucas Pérez Martínez,78,78,9000000,33,180,73,78,80,77
Moussa Niakhaté,78,80,15500000,26,190,85,79,42,67
Federico Dimarco,78,83,20000000,24,175,75,76,65,75
Andrei Girotto,78,78,11500000,30,186,79,58,67,69
Daniel Castelo Podence,78,79,16500000,26,165,58,83,64,85
Miguel Almirón,78,78,14000000,28,174,70,86,71,79
Philipp Lienhart,78,80,15500000,25,189,83,70,28,62
Brahim Díaz,78,86,31500000,22,171,59,78,69,82
Exequiel Palacios,78,83,19500000,23,178,71,66,73,78
Jesper Karlsson,78,83,21000000,23,171,70,83,77,83
Fredrik Aursnes,78,79,15000000,26,179,71,73,65,78
Çaglar Söyüncü,78,80,15500000,26,185,82,71,46,65
Caio Henrique Oliveira Silva,78,82,18500000,24,179,70,75,57,78
Wataru Endo,78,78,13500000,29,178,77,67,64,78
Junya Ito,78,78,14000000,29,177,68,89,71,78
Nahuel Molina,78,84,21000000,24,175,70,82,67,76
Igor Zubeldia Elorza,78,82,17500000,25,181,73,65,63,70
Álvaro Odriozola Arzalluz,78,80,16000000,26,176,66,82,55,75
Luiz Araújo,78,78,15500000,26,175,70,88,69,83
José Diogo Dalot Teixeira,78,84,21000000,23,184,76,79,60,78
Jonathan Ikoné,78,82,20000000,24,175,73,89,69,83
Pablo Rosario,78,82,18000000,25,188,73,64,64,75
Marcus Edwards,78,84,22000000,23,168,65,85,71,84
Dejan Lovren,78,78,0,32,188,84,53,40,62
Jonathan Prazeres Conradi,78,78,16500000,22,172,70,78,69,79
Clément Lenglet,78,81,16000000,27,186,81,68,45,64
Fred Claudinei Tófoli Vilela,78,78,7000000,34,188,87,73,80,74
Gerson Santos da Silva,78,82,19500000,25,184,76,69,69,78
Frédéric Guilbert,78,79,15000000,27,178,78,74,49,72
Nuno Miguel Gomes dos Santos,78,78,15000000,27,177,72,81,76,80
Kyle Walker-Peters,78,83,19000000,25,174,64,76,43,76
Marcus Thuram,78,83,21500000,24,192,90,81,77,78
Alfonso Pedraza Sag,78,80,16000000,26,184,73,81,72,76
Florian Grillitsch,78,80,15500000,26,187,77,65,60,77
Emil Audero,78,81,14500000,25,192,83,80,74,82
Stefano Sensi,78,79,16500000,26,168,62,75,61,84
Joseph Aidoo,78,81,16500000,26,184,80,75,27,50
Arturo Adolfo Inálcio Dutra,78,78,16500000,22,170,60,83,72,78
Lukas Nmecha,78,83,21500000,23,185,80,82,77,77
Gérson Adriano Gutierres Serra,78,78,15000000,22,186,73,79,67,71
Wellingt. Edson Sabrão Rolim,78,78,5000000,34,169,66,92,56,73
A. Zervandro Chiamuloira Paes,78,78,14500000,22,182,79,68,48,54
Pedro Tofico Dourado Hermes,78,78,13500000,26,190,88,58,29,58
Hediselton Simão Resende,78,78,15000000,22,176,75,78,71,76
Alberto Marcelo Dutra Cirino,78,78,13500000,30,175,72,81,72,80
G. Pierre Paiva Souza,78,78,15500000,26,173,72,83,69,78
Dante Bonfim Costa Santos,78,78,2500000,38,189,91,32,52,66
Tyrone Mings,78,78,12000000,29,196,77,71,44,66
Kouadio Manu Koné,77,86,23500000,21,185,80,71,69,81
Igor Caique Coronado,77,77,10500000,29,170,68,80,75,82
Stanislav Kritsyuk,77,77,5500000,31,192,85,77,78,78
Adrien Tameze,77,77,10500000,28,180,78,72,65,79
Flavien Tait,77,77,10500000,29,176,73,70,71,79
Johan Mojica,77,77,9500000,29,185,73,88,65,72
Paulo Díaz,77,77,9500000,27,178,76,74,57,71
